罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,新磯野４丁目,2019/7/1,16,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,相模台６丁目,2019/5/28,14,道路上,10歳代,大学生,施錠した
窃盗,自転車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,相模台６丁目,2019/7/20,9,道路上,40歳代,その他,施錠した
窃盗,自転車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,相模台７丁目,2019/1/5,10,一戸建住宅,10歳未満,小学生,施錠した
窃盗,自転車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,相模台７丁目,2019/9/12,12,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠した
窃盗,自転車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,相模台団地,2019/7/18,17,４階建て以上共同住宅,10歳未満,小学生,施錠した
窃盗,自転車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,相武台団地１丁目,2019/6/27,18,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,相武台団地２丁目,2019/10/23,0,４階建て以上共同住宅,50歳代,その他,施錠した
窃盗,自転車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,相武台団地２丁目,2019/12/1,15,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,相模原南,大沼,141534,神奈川県,相模原市南区,西大沼３丁目,2019/8/29,23,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠した
窃盗,自転車盗,相模原南,大沼,141534,神奈川県,相模原市南区,御園１丁目,2019/11/20,17,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,相模原南,大沼,141534,神奈川県,相模原市南区,御園３丁目,2019/7/22,21,道路上,20歳代,その他,施錠した
窃盗,自転車盗,相模原南,大沼,141534,神奈川県,相模原市南区,若松４丁目,2019/4/20,20,４階建て以上共同住宅,10歳代,大学生,施錠した
窃盗,自転車盗,相模原南,大沼,141534,神奈川県,相模原市南区,若松４丁目,2019/11/15,10,その他,40歳代,その他,施錠した
窃盗,自転車盗,相模原南,大沼,141534,神奈川県,相模原市南区,若松５丁目,2019/11/6,23,一戸建住宅,40歳代,その他,施錠した
窃盗,自転車盗,相模原南,中和田,141534,神奈川県,相模原市南区,上鶴間１丁目,2019/5/22,18,道路上,50歳代,その他,施錠した
窃盗,自転車盗,相模原南,中和田,141534,神奈川県,相模原市南区,上鶴間本町３丁目,2019/6/13,15,その他,20歳代,その他,施錠した
窃盗,自転車盗,相模原南,中和田,141534,神奈川県,相模原市南区,上鶴間本町３丁目,2019/7/30,7,道路上,20歳代,その他,施錠した
窃盗,自転車盗,相模原南,中和田,141534,神奈川県,相模原市南区,上鶴間本町９丁目,2019/6/28,19,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,相模原南,中和田,141534,神奈川県,相模原市南区,相模大野３丁目,2019/10/24,13,道路上,70歳以上,その他,施錠した
窃盗,自転車盗,相模原南,中和田,141534,神奈川県,相模原市南区,相模大野７丁目,2019/11/30,8,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠した
窃盗,自転車盗,相模原南,相南,141534,神奈川県,相模原市南区,相南１丁目,2019/4/27,21,４階建て以上共同住宅,50歳代,その他,施錠した
窃盗,自転車盗,相模原南,相南,141534,神奈川県,相模原市南区,相南１丁目,2019/7/3,18,４階建て以上共同住宅,50歳代,その他,施錠した
窃盗,自転車盗,相模原南,相南,141534,神奈川県,相模原市南区,相南４丁目,2019/7/3,6,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,相模原南,相南,141534,神奈川県,相模原市南区,東林間２丁目,2019/3/29,16,一戸建住宅,10歳代,小学生,施錠した
窃盗,自転車盗,相模原南,相南,141534,神奈川県,相模原市南区,東林間３丁目,2019/5/16,18,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠した
窃盗,自転車盗,相模原南,相南,141534,神奈川県,相模原市南区,松が枝町,2019/5/20,18,道路上,60-64歳,その他,施錠した
窃盗,自転車盗,相模原南,相南,141534,神奈川県,相模原市南区,松が枝町,2019/7/2,20,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,相模原南,相南,141534,神奈川県,相模原市南区,松が枝町,2019/8/8,7,その他,30歳代,その他,施錠した
窃盗,自転車盗,相模原南,相南,141534,神奈川県,相模原市南区,南台３丁目,2019/1/18,17,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,相模原南,相武台,141534,神奈川県,相模原市南区,新磯野４丁目,2019/6/2,20,４階建て以上共同住宅,50歳代,その他,施錠した
窃盗,自転車盗,相模原南,相武台,141534,神奈川県,相模原市南区,新磯野４丁目,2019/7/24,12,４階建て以上共同住宅,10歳代,中学生,施錠した
窃盗,自転車盗,相模原南,相武台,141534,神奈川県,相模原市南区,新磯野４丁目,2019/9/7,12,４階建て以上共同住宅,10歳代,その他,施錠した
窃盗,自転車盗,相模原南,相武台,141534,神奈川県,相模原市南区,相武台１丁目,2019/7/26,10,道路上,10歳代,高校生,施錠した
窃盗,自転車盗,相模原南,相武台,141534,神奈川県,相模原市南区,相武台１丁目,2019/9/27,17,４階建て以上共同住宅,10歳代,高校生,施錠した
窃盗,自転車盗,相模原南,新磯,141534,神奈川県,相模原市南区,磯部,2019/7/19,17,その他の住宅（３階建て以下共同住宅等）,10歳代,小学生,施錠した
窃盗,自転車盗,相模原南,麻溝,141534,神奈川県,相模原市南区,下溝,2019/2/21,9,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,相模原南,麻溝,141534,神奈川県,相模原市南区,下溝,2019/3/5,16,道路上,30歳代,その他,施錠した
窃盗,自転車盗,相模原南,麻溝,141534,神奈川県,相模原市南区,下溝,2019/7/5,6,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,相模原南,麻溝,141534,神奈川県,相模原市南区,下溝,2019/9/13,7,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,相模原南,麻溝,141534,神奈川県,相模原市南区,下溝,2019/10/2,18,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,相模原南,麻溝,141534,神奈川県,相模原市南区,当麻,2019/5/20,14,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,相模原南,麻溝,141534,神奈川県,相模原市南区,当麻,2019/8/24,16,道路上,10歳代,中学生,施錠した
窃盗,自転車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台６丁目,2018/12/29,19,その他,20歳代,その他,施錠した
窃盗,自転車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台６丁目,2019/7/5,21,道路上,10歳代,高校生,施錠した
窃盗,自転車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台６丁目,2019/9/9,6,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠した
窃盗,自転車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台８丁目,2019/1/11,16,その他,50歳代,その他,施錠した
窃盗,自転車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台８丁目,2019/4/1,23,その他の住宅（３階建て以下共同住宅等）,10歳代,大学生,施錠した
窃盗,自転車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,北里１丁目,2019/1/1,16,その他,10歳代,高校生,施錠した
窃盗,自転車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,北里１丁目,2019/5/27,17,その他,10歳代,大学生,施錠した
窃盗,自転車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,北里１丁目,2019/6/14,10,その他,20歳代,大学生,施錠した
窃盗,自転車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,北里１丁目,2019/10/2,12,その他,20歳代,大学生,施錠した
窃盗,自転車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,北里２丁目,2019/8/10,11,４階建て以上共同住宅,50歳代,その他,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台１丁目,2019/4/4,7,その他,10歳代,大学生,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台１丁目,2019/5/24,7,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台１丁目,2019/5/31,7,道路上,10歳代,中学生,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台１丁目,2019/6/18,12,その他,40歳代,その他,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台１丁目,2019/10/24,11,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台１丁目,2019/11/8,16,その他,10歳代,高校生,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台１丁目,2019/12/24,9,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台３丁目,2019/2/12,11,道路上,40歳代,その他,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台３丁目,2019/2/22,6,道路上,50歳代,その他,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台３丁目,2019/4/21,13,その他,10歳代,大学生,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台３丁目,2019/9/9,11,一戸建住宅,10歳代,その他,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台３丁目,2019/12/13,13,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,相武台４丁目,2019/8/11,11,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,座間,相武台前,142166,神奈川県,座間市,緑ケ丘１丁目,2019/4/28,16,道路上,50歳代,その他,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,小松原１丁目,2019/1/17,14,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,相模が丘１丁目,不明,不明,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,相模が丘１丁目,2019/1/24,7,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,相模が丘１丁目,2019/9/5,0,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,相模が丘３丁目,2019/6/19,18,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,相模が丘４丁目,2018/12/1,13,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,相模が丘５丁目,2018/12/24,22,その他,10歳代,中学生,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,相模が丘５丁目,2019/8/17,18,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,広野台２丁目,2019/1/22,9,その他,20歳代,大学生,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,広野台２丁目,2019/3/21,11,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,広野台２丁目,2019/7/8,12,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,座間,相模が丘,142166,神奈川県,座間市,広野台２丁目,2019/7/23,10,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,座間,栗原,142166,神奈川県,座間市,南栗原６丁目,2019/8/22,23,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠した
窃盗,自転車盗,座間,栗原,142166,神奈川県,座間市,南栗原６丁目,2019/10/28,8,一戸建住宅,20歳代,その他,施錠した
窃盗,自転車盗,座間,栗原,142166,神奈川県,座間市,栗原中央２丁目,2019/8/30,18,道路上,40歳代,その他,施錠した
窃盗,自転車盗,座間,栗原,142166,神奈川県,座間市,西栗原１丁目,2019/12/9,7,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠した
窃盗,自転車盗,座間,栗原,142166,神奈川県,座間市,西栗原２丁目,2019/9/15,18,一戸建住宅,10歳代,高校生,施錠した
窃盗,自転車盗,座間,ひばりが丘,142166,神奈川県,座間市,小松原２丁目,2019/5/29,7,一戸建住宅,20歳代,その他,施錠した
窃盗,自転車盗,座間,ひばりが丘,142166,神奈川県,座間市,小松原２丁目,2019/9/28,14,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘３丁目,2019/8/14,19,一戸建住宅,10歳代,中学生,施錠した
